x,y1,y2,y3,y4,y5
38.5,0.520079429,0.557079429,0.586079429,0.543079429,0.549079429
38.6,0.575850795,0.590850795,0.667850795,0.635850795,0.674850795
38.7,0.629061176,0.654061176,0.650061176,0.716061176,0.703061176
38.8,0.67947393,0.71147393,0.72747393,0.68447393,0.72947393
38.9,0.726864857,0.789864857,0.772864857,0.812864857,0.806864857
39,0.771023194,0.820023194,0.836023194,0.804023194,0.859023194
39.1,0.811752555,0.909752555,0.894752555,0.866752555,0.908752555
39.2,0.848871806,0.865871806,0.935871806,0.865871806,0.879871806
39.3,0.882215864,0.920215864,0.954215864,0.950215864,0.963215864
39.4,0.91163644,0.94463644,0.97763644,1.00163644,0.98863644
39.5,0.93700269,0.94100269,1.00200269,1.03300269,0.98300269
39.6,0.958201804,0.997201804,1.024201804,1.014201804,0.975201804
39.7,0.975139502,1.009139502,1.024139502,1.063139502,0.986139502
39.8,0.987740457,1.049740457,1.011740457,1.045740457,1.015740457
39.9,0.995948629,1.016948629,1.084948629,0.996948629,1.055948629
40,0.999727514,1.036727514,1.070727514,1.021727514,1.018727514
40.1,0.999060306,1.030060306,1.073060306,1.065060306,1.095060306
40.2,0.993949971,1.074949971,1.039949971,1.086949971,1.034949971
40.3,0.984419239,1.078419239,0.990419239,1.056419239,1.078419239
40.4,0.970510493,0.997510493,1.011510493,0.985510493,1.008510493
40.5,0.952285592,1.011285592,1.002285592,1.012285592,0.958285592
40.6,0.929825586,1.008825586,1.003825586,1.001825586,1.027825586
40.7,0.903230362,0.929230362,0.944230362,0.953230362,0.988230362
40.8,0.872618197,0.933618197,0.919618197,0.945618197,0.881618197
40.9,0.838125233,0.927125233,0.932125233,0.864125233,0.838125233
41,0.79990487,0.80390487,0.84290487,0.80890487,0.83290487
41.1,0.758127087,0.803127087,0.841127087,0.829127087,0.809127087
41.2,0.712977681,0.747977681,0.731977681,0.803977681,0.799977681
41.3,0.664657446,0.749657446,0.728657446,0.692657446,0.759657446
41.4,0.613381277,0.622381277,0.696381277,0.668381277,0.708381277
41.5,0.559377214,0.590377214,0.586377214,0.634377214,0.628377214
41.6,0.50288543,0.57188543,0.52488543,0.52588543,0.52788543
41.7,0.444157161,0.507157161,0.493157161,0.527157161,0.446157161
41.8,0.383453589,0.451453589,0.463453589,0.411453589,0.457453589
41.9,0.321044683,0.363044683,0.327044683,0.330044683,0.377044683
42,0.257207993,0.303207993,0.289207993,0.312207993,0.257207993
42.1,0.192227421,0.230227421,0.222227421,0.250227421,0.270227421
42.2,0.126391954,0.203391954,0.161391954,0.184391954,0.150391954
42.3,0.059994385,0.121994385,0.113994385,0.119994385,0.119994385
42.4,-0.006669999,0.008330001,0.035330001,0.022330001,0.007330001
42.5,-0.073304718,-0.029304718,-0.058304718,-0.066304718,-0.015304718
42.6,-0.13961343,-0.04561343,-0.11661343,-0.07961343,-0.12861343
42.7,-0.205301237,-0.106301237,-0.183301237,-0.139301237,-0.118301237
42.8,-0.270076008,-0.219076008,-0.260076008,-0.250076008,-0.184076008
42.9,-0.333649668,-0.293649668,-0.280649668,-0.284649668,-0.333649668
43,-0.395739486,-0.308739486,-0.395739486,-0.309739486,-0.351739486
43.1,-0.45606933,-0.44606933,-0.36606933,-0.43606933,-0.38606933
43.2,-0.514370895,-0.501370895,-0.466370895,-0.431370895,-0.506370895
43.3,-0.570384896,-0.547384896,-0.474384896,-0.526384896,-0.547384896
43.4,-0.623862221,-0.557862221,-0.528862221,-0.582862221,-0.569862221
43.5,-0.67456504,-0.61156504,-0.66856504,-0.58056504,-0.63256504
43.6,-0.722267863,-0.630267863,-0.674267863,-0.703267863,-0.673267863
43.7,-0.76675854,-0.71475854,-0.74375854,-0.73375854,-0.67575854
43.8,-0.807839209,-0.718839209,-0.777839209,-0.782839209,-0.752839209
43.9,-0.84532717,-0.76932717,-0.75332717,-0.84032717,-0.81232717
44,-0.879055703,-0.779055703,-0.803055703,-0.809055703,-0.836055703
44.1,-0.908874808,-0.879874808,-0.874874808,-0.877874808,-0.812874808
44.2,-0.934651869,-0.917651869,-0.908651869,-0.866651869,-0.882651869
44.3,-0.956272248,-0.859272248,-0.909272248,-0.887272248,-0.945272248
44.4,-0.973639793,-0.916639793,-0.960639793,-0.944639793,-0.908639793
44.5,-0.986677264,-0.957677264,-0.918677264,-0.920677264,-0.977677264
44.6,-0.995326681,-0.973326681,-0.920326681,-0.930326681,-0.981326681
44.7,-0.999549577,-0.995549577,-0.994549577,-0.969549577,-0.981549577
44.8,-0.999327171,-0.946327171,-0.920327171,-0.901327171,-0.990327171
44.9,-0.994660452,-0.975660452,-0.985660452,-0.949660452,-0.942660452
45,-0.985570175,-0.890570175,-0.952570175,-0.929570175,-0.950570175
45.1,-0.972096767,-0.965096767,-0.889096767,-0.921096767,-0.939096767
45.2,-0.954300148,-0.947300148,-0.876300148,-0.900300148,-0.889300148
45.3,-0.932259465,-0.866259465,-0.885259465,-0.906259465,-0.914259465
45.4,-0.90607274,-0.87007274,-0.87007274,-0.87207274,-0.85007274
45.5,-0.875856433,-0.846856433,-0.791856433,-0.798856433,-0.811856433
45.6,-0.841744926,-0.825744926,-0.747744926,-0.790744926,-0.838744926
45.7,-0.803889922,-0.772889922,-0.803889922,-0.717889922,-0.751889922
45.8,-0.762459774,-0.678459774,-0.755459774,-0.698459774,-0.761459774
45.9,-0.717638736,-0.670638736,-0.698638736,-0.688638736,-0.672638736
46,-0.669626139,-0.636626139,-0.640626139,-0.658626139,-0.602626139
46.1,-0.61863551,-0.61263551,-0.59463551,-0.61063551,-0.53563551
46.2,-0.564893621,-0.557893621,-0.493893621,-0.514893621,-0.564893621
46.3,-0.508639477,-0.453639477,-0.507639477,-0.413639477,-0.430639477
46.4,-0.450123258,-0.357123258,-0.450123258,-0.366123258,-0.450123258
46.5,-0.389605204,-0.366605204,-0.357605204,-0.318605204,-0.326605204
46.6,-0.327354457,-0.286354457,-0.308354457,-0.327354457,-0.273354457
46.7,-0.263647865,-0.209647865,-0.174647865,-0.186647865,-0.219647865
46.8,-0.198768751,-0.173768751,-0.192768751,-0.130768751,-0.123768751
46.9,-0.133005651,-0.077005651,-0.089005651,-0.043005651,-0.042005651
47,-0.066651034,-0.057651034,-0.039651034,0.00134896600000001,-0.058651034
47.1,0,0.001,0.035,0.008,0.091
47.2,0.066651034,0.156651034,0.112651034,0.160651034,0.072651034
47.3,0.133005651,0.217005651,0.146005651,0.208005651,0.179005651
47.4,0.198768751,0.276768751,0.213768751,0.232768751,0.252768751
47.5,0.263647865,0.284647865,0.308647865,0.353647865,0.346647865
47.6,0.327354457,0.342354457,0.379354457,0.351354457,0.361354457
47.7,0.389605204,0.440605204,0.395605204,0.481605204,0.462605204
47.8,0.450123258,0.491123258,0.548123258,0.521123258,0.457123258
47.9,0.508639477,0.596639477,0.533639477,0.566639477,0.511639477
48,0.564893621,0.631893621,0.566893621,0.604893621,0.588893621
48.1,0.61863551,0.63063551,0.62063551,0.64563551,0.63363551
48.2,0.669626139,0.735626139,0.710626139,0.708626139,0.745626139
48.3,0.717638736,0.782638736,0.738638736,0.761638736,0.766638736
48.4,0.762459774,0.833459774,0.778459774,0.772459774,0.835459774
48.5,0.803889922,0.822889922,0.858889922,0.851889922,0.816889922
48.6,0.841744926,0.850744926,0.862744926,0.883744926,0.902744926
48.7,0.875856433,0.880856433,0.907856433,0.929856433,0.917856433
48.8,0.90607274,1.00107274,0.95107274,0.94007274,0.95507274
48.9,0.932259465,1.023259465,0.960259465,1.005259465,0.965259465
49,0.954300148,1.028300148,1.003300148,1.035300148,1.018300148
49.1,0.972096767,0.987096767,0.989096767,1.032096767,1.021096767
49.2,0.985570175,1.013570175,1.013570175,1.051570175,1.062570175
49.3,0.994660452,1.021660452,1.056660452,1.070660452,1.064660452
49.4,0.999327171,1.088327171,1.021327171,1.048327171,1.021327171
49.5,0.999549577,1.006549577,1.043549577,1.071549577,1.043549577
49.6,0.995326681,1.011326681,1.027326681,1.044326681,1.089326681
49.7,0.986677264,0.993677264,1.069677264,1.007677264,1.033677264
49.8,0.973639793,1.069639793,1.063639793,1.025639793,1.019639793
49.9,0.956272248,0.963272248,1.015272248,1.034272248,0.984272248
50,0.934651869,0.937651869,0.958651869,0.981651869,0.990651869
50.1,0.908874808,1.000874808,0.909874808,0.927874808,1.002874808
50.2,0.879055703,0.887055703,0.896055703,0.932055703,0.928055703
50.3,0.84532717,0.89932717,0.92232717,0.84932717,0.89132717
50.4,0.807839209,0.888839209,0.881839209,0.903839209,0.904839209
50.5,0.76675854,0.82875854,0.76775854,0.79775854,0.84275854
50.6,0.722267863,0.729267863,0.742267863,0.822267863,0.748267863
50.7,0.67456504,0.72356504,0.74356504,0.73356504,0.69356504
50.8,0.623862221,0.710862221,0.707862221,0.713862221,0.670862221
50.9,0.570384896,0.647384896,0.607384896,0.653384896,0.604384896
51,0.514370895,0.612370895,0.527370895,0.613370895,0.588370895
51.1,0.45606933,0.54906933,0.45906933,0.45906933,0.53906933
51.2,0.395739486,0.469739486,0.420739486,0.487739486,0.460739486
51.3,0.333649668,0.389649668,0.378649668,0.358649668,0.389649668
51.4,0.270076008,0.317076008,0.296076008,0.359076008,0.273076008
51.5,0.205301237,0.256301237,0.286301237,0.258301237,0.257301237
51.6,0.13961343,0.23961343,0.19561343,0.15061343,0.19361343
51.7,0.073304718,0.093304718,0.097304718,0.151304718,0.112304718
51.8,0.006669999,0.034669999,0.057669999,0.085669999,0.010669999
51.9,-0.059994385,-0.016994385,-0.043994385,0.028005615,-0.026994385
52,-0.126391954,-0.124391954,-0.104391954,-0.108391954,-0.055391954
52.1,-0.192227421,-0.187227421,-0.177227421,-0.172227421,-0.117227421
52.2,-0.257207993,-0.252207993,-0.179207993,-0.248207993,-0.192207993
52.3,-0.321044683,-0.309044683,-0.312044683,-0.249044683,-0.238044683
52.4,-0.383453589,-0.303453589,-0.352453589,-0.284453589,-0.336453589
52.5,-0.444157161,-0.346157161,-0.355157161,-0.383157161,-0.354157161
52.6,-0.50288543,-0.49888543,-0.47088543,-0.45188543,-0.48488543
52.7,-0.559377214,-0.543377214,-0.520377214,-0.543377214,-0.523377214
52.8,-0.613381277,-0.556381277,-0.588381277,-0.591381277,-0.567381277
52.9,-0.664657446,-0.602657446,-0.619657446,-0.634657446,-0.625657446
53,-0.712977681,-0.674977681,-0.643977681,-0.700977681,-0.708977681
53.1,-0.758127087,-0.721127087,-0.718127087,-0.688127087,-0.698127087
53.2,-0.79990487,-0.74090487,-0.73490487,-0.73690487,-0.79690487
53.3,-0.838125233,-0.797125233,-0.823125233,-0.778125233,-0.772125233
53.4,-0.872618197,-0.852618197,-0.834618197,-0.808618197,-0.871618197
53.5,-0.903230362,-0.857230362,-0.808230362,-0.894230362,-0.843230362
53.6,-0.929825586,-0.911825586,-0.878825586,-0.891825586,-0.891825586
53.7,-0.952285592,-0.858285592,-0.860285592,-0.884285592,-0.856285592
53.8,-0.970510493,-0.923510493,-0.905510493,-0.882510493,-0.970510493
53.9,-0.984419239,-0.974419239,-0.895419239,-0.920419239,-0.975419239
54,-0.993949971,-0.907949971,-0.952949971,-0.929949971,-0.917949971
54.1,-0.999060306,-0.989060306,-0.987060306,-0.929060306,-0.918060306
54.2,-0.999727514,-0.934727514,-0.979727514,-0.906727514,-0.933727514
54.3,-0.995948629,-0.988948629,-0.977948629,-0.979948629,-0.942948629
54.4,-0.987740457,-0.936740457,-0.906740457,-0.951740457,-0.973740457
54.5,-0.975139502,-0.905139502,-0.880139502,-0.956139502,-0.877139502
54.6,-0.958201804,-0.865201804,-0.935201804,-0.878201804,-0.871201804
54.7,-0.93700269,-0.84300269,-0.93200269,-0.85300269,-0.91500269
54.8,-0.91163644,-0.90163644,-0.89063644,-0.84963644,-0.90963644
54.9,-0.882215864,-0.845215864,-0.860215864,-0.878215864,-0.860215864
55,-0.848871806,-0.798871806,-0.780871806,-0.748871806,-0.756871806
55.1,-0.811752555,-0.729752555,-0.761752555,-0.717752555,-0.751752555
55.2,-0.771023194,-0.754023194,-0.747023194,-0.692023194,-0.752023194
55.3,-0.726864857,-0.635864857,-0.702864857,-0.678864857,-0.630864857
55.4,-0.67947393,-0.59147393,-0.60547393,-0.60147393,-0.66447393
55.5,-0.629061176,-0.610061176,-0.603061176,-0.553061176,-0.552061176
55.6,-0.575850795,-0.520850795,-0.489850795,-0.552850795,-0.497850795
55.7,-0.520079429,-0.472079429,-0.485079429,-0.491079429,-0.433079429
55.8,-0.461995112,-0.426995112,-0.372995112,-0.438995112,-0.362995112
55.9,-0.401856162,-0.384856162,-0.389856162,-0.307856162,-0.319856162
56,-0.339930035,-0.333930035,-0.314930035,-0.301930035,-0.339930035
56.1,-0.276492135,-0.189492135,-0.257492135,-0.183492135,-0.260492135
56.2,-0.21182459,-0.11782459,-0.15082459,-0.16782459,-0.17082459
56.3,-0.146214997,-0.102214997,-0.092214997,-0.102214997,-0.085214997
56.4,-0.079955141,-0.055955141,-0.051955141,-0.042955141,-0.032955141
56.5,-0.013339701,0.066660299,0.086660299,0.031660299,-0.009339701
56.6,0.053335066,0.073335066,0.101335066,0.118335066,0.054335066
56.7,0.119772635,0.193772635,0.131772635,0.194772635,0.205772635
56.8,0.185677539,0.230677539,0.209677539,0.262677539,0.247677539
56.9,0.250756678,0.277756678,0.298756678,0.322756678,0.336756678
57,0.314720626,0.323720626,0.316720626,0.390720626,0.354720626
57.1,0.377284915,0.413284915,0.427284915,0.378284915,0.451284915
57.2,0.438171303,0.446171303,0.529171303,0.453171303,0.441171303
57.3,0.497109009,0.578109009,0.520109009,0.566109009,0.576109009
57.4,0.55383592,0.60583592,0.56783592,0.59383592,0.60283592
57.5,0.608099754,0.624099754,0.671099754,0.627099754,0.621099754
57.6,0.659659183,0.724659183,0.690659183,0.759659183,0.755659183
57.7,0.708284907,0.788284907,0.761284907,0.759284907,0.769284907
57.8,0.753760671,0.766760671,0.790760671,0.765760671,0.843760671
57.9,0.795884232,0.816884232,0.859884232,0.802884232,0.813884232
58,0.834468253,0.889468253,0.854468253,0.841468253,0.863468253
58.1,0.869341139,0.870341139,0.899341139,0.877341139,0.942341139
58.2,0.9003478,0.9003478,0.9973478,0.9603478,0.9783478
58.3,0.927350339,0.997350339,0.947350339,0.993350339,0.960350339
58.4,0.950228669,0.993228669,0.995228669,1.017228669,0.986228669
58.5,0.968881042,1.056881042,1.041881042,1.061881042,0.968881042
58.6,0.983224506,0.992224506,1.068224506,1.001224506,0.999224506
58.7,0.99319527,1.08719527,1.01819527,1.00419527,1.03519527
58.8,0.998748993,1.035748993,1.055748993,1.073748993,1.018748993
58.9,0.999860973,1.063860973,1.056860973,1.095860973,1.009860973
59,0.996526268,1.051526268,1.030526268,1.055526268,1.029526268
59.1,0.988759705,1.073759705,1.079759705,1.045759705,1.061759705
59.2,0.976595827,1.067595827,1.051595827,1.009595827,1.001595827
59.3,0.96008873,0.96808873,1.05608873,0.98108873,0.97408873
59.4,0.939311825,0.963311825,0.961311825,0.951311825,1.023311825
59.5,0.914357514,0.914357514,1.014357514,1.010357514,0.927357514
59.6,0.885336776,0.963336776,0.889336776,0.925336776,0.923336776
59.7,0.852378676,0.923378676,0.926378676,0.893378676,0.887378676
59.8,0.815629788,0.874629788,0.866629788,0.818629788,0.889629788
59.9,0.775253545,0.796253545,0.849253545,0.803253545,0.823253545
60,0.731429513,0.800429513,0.813429513,0.761429513,0.826429513
60.1,0.684352591,0.685352591,0.762352591,0.728352591,0.716352591
60.2,0.634232145,0.682232145,0.701232145,0.694232145,0.703232145
60.3,0.581291075,0.604291075,0.629291075,0.662291075,0.662291075
60.4,0.525764826,0.623764826,0.538764826,0.537764826,0.561764826
60.5,0.46790034,0.55290034,0.53190034,0.53190034,0.50490034
60.6,0.407954959,0.437954959,0.424954959,0.488954959,0.416954959
60.7,0.346195278,0.371195278,0.376195278,0.430195278,0.407195278
60.8,0.282895961,0.294895961,0.358895961,0.328895961,0.365895961
60.9,0.218338519,0.285338519,0.260338519,0.242338519,0.288338519
61,0.15281006,0.16581006,0.21681006,0.21981006,0.24681006
61.1,0.086602007,0.124602007,0.174602007,0.097602007,0.138602007
61.2,0.020008809,0.048008809,0.076008809,0.083008809,0.044008809
61.3,-0.046673374,0.030326626,-0.006673374,0.053326626,0.020326626
61.4,-0.113147987,-0.097147987,-0.039147987,-0.041147987,-0.067147987
61.5,-0.179119396,-0.128119396,-0.147119396,-0.174119396,-0.121119396
61.6,-0.244294207,-0.234294207,-0.161294207,-0.150294207,-0.225294207
61.7,-0.308382566,-0.265382566,-0.289382566,-0.219382566,-0.301382566
61.8,-0.371099455,-0.325099455,-0.289099455,-0.323099455,-0.277099455
61.9,-0.432165951,-0.355165951,-0.332165951,-0.358165951,-0.382165951
62,-0.491310473,-0.431310473,-0.486310473,-0.486310473,-0.396310473
62.1,-0.548269987,-0.540269987,-0.448269987,-0.481269987,-0.543269987
62.2,-0.602791178,-0.602791178,-0.602791178,-0.583791178,-0.549791178
62.3,-0.654631573,-0.636631573,-0.624631573,-0.587631573,-0.593631573
62.4,-0.703560621,-0.664560621,-0.606560621,-0.671560621,-0.631560621
62.5,-0.749360721,-0.676360721,-0.711360721,-0.708360721,-0.656360721
62.6,-0.791828185,-0.751828185,-0.706828185,-0.737828185,-0.699828185
62.7,-0.830774147,-0.750774147,-0.745774147,-0.787774147,-0.735774147
62.8,-0.866025404,-0.826025404,-0.782025404,-0.806025404,-0.844025404
62.9,-0.897425181,-0.879425181,-0.826425181,-0.879425181,-0.879425181
63,-0.924833835,-0.874833835,-0.877833835,-0.847833835,-0.860833835
63.1,-0.948129471,-0.896129471,-0.914129471,-0.876129471,-0.906129471
63.2,-0.967208486,-0.924208486,-0.949208486,-0.901208486,-0.911208486
63.3,-0.98198603,-0.88698603,-0.97598603,-0.88798603,-0.94998603
63.4,-0.992396383,-0.948396383,-0.895396383,-0.926396383,-0.962396383
63.5,-0.998393246,-0.955393246,-0.971393246,-0.911393246,-0.941393246
63.6,-0.99994995,-0.91594995,-0.99394995,-0.91894995,-0.93594995
63.7,-0.997059571,-0.927059571,-0.949059571,-0.954059571,-0.944059571
63.8,-0.989734965,-0.924734965,-0.938734965,-0.970734965,-0.958734965
63.9,-0.978008705,-0.925008705,-0.891008705,-0.947008705,-0.924008705
64,-0.961932942,-0.906932942,-0.935932942,-0.875932942,-0.886932942
64.1,-0.941579171,-0.935579171,-0.936579171,-0.854579171,-0.870579171
64.2,-0.917037909,-0.861037909,-0.872037909,-0.818037909,-0.899037909
64.3,-0.8884183,-0.8474183,-0.8324183,-0.8344183,-0.8534183
64.4,-0.855847624,-0.791847624,-0.814847624,-0.775847624,-0.820847624
64.5,-0.819470733,-0.737470733,-0.802470733,-0.798470733,-0.722470733
64.6,-0.779449405,-0.713449405,-0.696449405,-0.722449405,-0.728449405
64.7,-0.735961629,-0.656961629,-0.698961629,-0.729961629,-0.709961629
64.8,-0.689200806,-0.603200806,-0.667200806,-0.683200806,-0.651200806
64.9,-0.639374897,-0.553374897,-0.627374897,-0.575374897,-0.621374897
65,-0.586705493,-0.543705493,-0.499705493,-0.570705493,-0.568705493
65.1,-0.531426831,-0.508426831,-0.448426831,-0.496426831,-0.483426831
65.2,-0.473784752,-0.455784752,-0.422784752,-0.381784752,-0.438784752
65.3,-0.414035607,-0.343035607,-0.359035607,-0.328035607,-0.414035607
65.4,-0.35244512,-0.33244512,-0.32744512,-0.32044512,-0.27044512
65.5,-0.289287201,-0.287287201,-0.207287201,-0.251287201,-0.284287201
65.6,-0.224842735,-0.178842735,-0.221842735,-0.186842735,-0.221842735
65.7,-0.159398324,-0.158398324,-0.148398324,-0.158398324,-0.082398324
65.8,-0.09324502,-0.03824502,-0.01524502,-0.06724502,-0.08724502
65.9,-0.026677027,-0.004677027,-0.004677027,0.041322973,0.002322973
66,0.040009607,0.122009607,0.060009607,0.067009607,0.066009607
66.1,0.106518305,0.186518305,0.148518305,0.148518305,0.169518305
66.2,0.172553285,0.177553285,0.214553285,0.178553285,0.177553285
66.3,0.237820867,0.269820867,0.327820867,0.270820867,0.319820867
66.4,0.302030787,0.336030787,0.397030787,0.380030787,0.372030787
66.5,0.364897485,0.449897485,0.417897485,0.373897485,0.449897485
66.6,0.426141372,0.519141372,0.522141372,0.520141372,0.511141372
66.7,0.485490078,0.544490078,0.527490078,0.555490078,0.497490078
66.8,0.542679662,0.558679662,0.580679662,0.606679662,0.595679662
66.9,0.597455784,0.658455784,0.666455784,0.613455784,0.638455784
67,0.649574838,0.663574838,0.664574838,0.676574838,0.677574838
67.1,0.698805034,0.766805034,0.732805034,0.717805034,0.764805034
67.2,0.744927432,0.817927432,0.809927432,0.767927432,0.829927432
67.3,0.78773691,0.78973691,0.84773691,0.80773691,0.82673691
67.4,0.827043081,0.913043081,0.901043081,0.915043081,0.854043081
67.5,0.86267114,0.92067114,0.91767114,0.91767114,0.89867114
67.6,0.894462637,0.935462637,0.975462637,0.989462637,0.908462637
67.7,0.922276186,0.968276186,0.967276186,0.992276186,0.946276186
67.8,0.945988092,0.979988092,0.981988092,0.976988092,0.966988092
67.9,0.9654929,1.0024929,1.0174929,0.9784929,0.9714929
68,0.980703866,1.003703866,1.072703866,1.036703866,0.990703866
68.1,0.991553344,1.021553344,1.053553344,1.026553344,1.033553344
68.2,0.997993081,1.014993081,1.053993081,1.090993081,1.082993081
68.3,0.999994439,0.999994439,1.064994439,1.050994439,1.024994439
68.4,0.997548516,1.076548516,1.051548516,1.047548516,1.026548516
68.5,0.990666191,1.005666191,1.038666191,1.047666191,1.012666191
68.6,0.979378072,1.039378072,1.036378072,1.030378072,0.993378072
68.7,0.963734359,1.058734359,1.052734359,1.028734359,0.971734359
68.8,0.943804626,1.021804626,0.964804626,1.043804626,0.981804626
68.9,0.919677506,0.924677506,0.982677506,0.989677506,0.948677506
69,0.891460299,0.989460299,0.986460299,0.984460299,0.941460299
69.1,0.859278497,0.952278497,0.928278497,0.903278497,0.871278497
69.2,0.823275221,0.869275221,0.823275221,0.861275221,0.853275221
69.3,0.783610589,0.878610589,0.831610589,0.797610589,0.834610589
69.4,0.740461001,0.826461001,0.741461001,0.760461001,0.770461001
69.5,0.694018358,0.699018358,0.758018358,0.750018358,0.697018358
69.6,0.644489204,0.658489204,0.654489204,0.652489204,0.668489204
69.7,0.59209381,0.66509381,0.61809381,0.63409381,0.63609381
69.8,0.537065193,0.548065193,0.605065193,0.548065193,0.601065193
69.9,0.479648084,0.511648084,0.523648084,0.543648084,0.499648084
70,0.420097834,0.503097834,0.439097834,0.506097834,0.515097834
70.1,0.358679281,0.457679281,0.436679281,0.385679281,0.386679281
70.2,0.295665571,0.312665571,0.339665571,0.341665571,0.301665571
70.3,0.231336947,0.310336947,0.302336947,0.285336947,0.286336947
70.4,0.165979496,0.183979496,0.213979496,0.217979496,0.235979496
70.5,0.099883885,0.160883885,0.167883885,0.164883885,0.127883885
70.6,0.033344059,0.104344059,0.033344059,0.124344059,0.127344059
70.7,-0.033344059,0.018655941,-0.022344059,0.025655941,0.006655941
70.8,-0.099883885,-0.094883885,-0.090883885,-0.031883885,-0.086883885
70.9,-0.165979496,-0.093979496,-0.095979496,-0.099979496,-0.122979496
71,-0.231336947,-0.177336947,-0.158336947,-0.131336947,-0.203336947
71.1,-0.295665571,-0.257665571,-0.269665571,-0.201665571,-0.206665571
71.2,-0.358679281,-0.273679281,-0.265679281,-0.311679281,-0.269679281
71.3,-0.420097834,-0.341097834,-0.412097834,-0.351097834,-0.355097834
71.4,-0.479648084,-0.405648084,-0.462648084,-0.397648084,-0.463648084
71.5,-0.537065193,-0.442065193,-0.439065193,-0.502065193,-0.485065193
71.6,-0.59209381,-0.53809381,-0.51509381,-0.54809381,-0.56109381
71.7,-0.644489204,-0.604489204,-0.589489204,-0.609489204,-0.576489204
71.8,-0.694018358,-0.599018358,-0.634018358,-0.664018358,-0.639018358
71.9,-0.740461001,-0.645461001,-0.691461001,-0.701461001,-0.687461001
72,-0.783610589,-0.717610589,-0.770610589,-0.693610589,-0.733610589
72.1,-0.823275221,-0.735275221,-0.775275221,-0.742275221,-0.767275221
72.2,-0.859278497,-0.846278497,-0.797278497,-0.771278497,-0.767278497
72.3,-0.891460299,-0.889460299,-0.875460299,-0.797460299,-0.825460299
72.4,-0.919677506,-0.823677506,-0.852677506,-0.882677506,-0.843677506
72.5,-0.943804626,-0.922804626,-0.910804626,-0.929804626,-0.932804626
72.6,-0.963734359,-0.882734359,-0.946734359,-0.872734359,-0.943734359
72.7,-0.979378072,-0.904378072,-0.892378072,-0.919378072,-0.965378072
72.8,-0.990666191,-0.982666191,-0.902666191,-0.903666191,-0.911666191
72.9,-0.997548516,-0.932548516,-0.911548516,-0.938548516,-0.913548516
73,-0.999994439,-0.925994439,-0.940994439,-0.986994439,-0.912994439
73.1,-0.997993081,-0.961993081,-0.966993081,-0.978993081,-0.942993081
73.2,-0.991553344,-0.895553344,-0.980553344,-0.948553344,-0.968553344
73.3,-0.980703866,-0.888703866,-0.968703866,-0.897703866,-0.912703866
73.4,-0.9654929,-0.9494929,-0.8664929,-0.9204929,-0.9304929
73.5,-0.945988092,-0.943988092,-0.878988092,-0.911988092,-0.862988092
73.6,-0.922276186,-0.878276186,-0.851276186,-0.844276186,-0.866276186
73.7,-0.894462637,-0.862462637,-0.840462637,-0.854462637,-0.805462637
73.8,-0.86267114,-0.80467114,-0.76567114,-0.79067114,-0.81767114
73.9,-0.827043081,-0.784043081,-0.818043081,-0.728043081,-0.738043081
74,-0.78773691,-0.68773691,-0.69773691,-0.69873691,-0.76173691
74.1,-0.744927432,-0.717927432,-0.714927432,-0.645927432,-0.742927432
74.2,-0.698805034,-0.630805034,-0.612805034,-0.637805034,-0.602805034
74.3,-0.649574838,-0.623574838,-0.583574838,-0.627574838,-0.590574838
74.4,-0.597455784,-0.502455784,-0.569455784,-0.564455784,-0.532455784
74.5,-0.542679662,-0.456679662,-0.525679662,-0.537679662,-0.484679662
74.6,-0.485490078,-0.422490078,-0.391490078,-0.437490078,-0.465490078
74.7,-0.426141372,-0.381141372,-0.383141372,-0.380141372,-0.329141372
74.8,-0.364897485,-0.360897485,-0.279897485,-0.303897485,-0.317897485
74.9,-0.302030787,-0.302030787,-0.256030787,-0.263030787,-0.241030787
75,-0.237820867,-0.139820867,-0.140820867,-0.158820867,-0.157820867
75.1,-0.172553285,-0.128553285,-0.136553285,-0.125553285,-0.112553285
75.2,-0.106518305,-0.103518305,-0.071518305,-0.053518305,-0.019518305
75.3,-0.040009607,0.043990393,-0.005009607,-0.020009607,0.013990393
75.4,0.026677027,0.085677027,0.121677027,0.086677027,0.046677027
75.5,0.09324502,0.14424502,0.13824502,0.09724502,0.12824502
75.6,0.159398324,0.246398324,0.165398324,0.219398324,0.236398324
75.7,0.224842735,0.273842735,0.259842735,0.254842735,0.316842735
75.8,0.289287201,0.294287201,0.321287201,0.376287201,0.315287201
75.9,0.35244512,0.35244512,0.39144512,0.44144512,0.37644512
76,0.414035607,0.435035607,0.468035607,0.450035607,0.510035607
76.1,0.473784752,0.511784752,0.551784752,0.554784752,0.568784752
76.2,0.531426831,0.629426831,0.554426831,0.623426831,0.567426831
76.3,0.586705493,0.625705493,0.677705493,0.611705493,0.662705493
76.4,0.639374897,0.707374897,0.725374897,0.642374897,0.722374897
76.5,0.689200806,0.742200806,0.788200806,0.727200806,0.759200806
76.6,0.735961629,0.800961629,0.774961629,0.749961629,0.762961629
76.7,0.779449405,0.851449405,0.834449405,0.805449405,0.878449405
76.8,0.819470733,0.884470733,0.822470733,0.870470733,0.908470733
76.9,0.855847624,0.905847624,0.954847624,0.938847624,0.885847624
77,0.8884183,0.9484183,0.8974183,0.9784183,0.8904183
